name,brand,ingredients
No.4D Clean Volume Detox Dry Shampoo, Olaplex,"Rambutan Seed Extract, Ultrafine Micro Starch, Patented OLAPLEX Bond Building Technology™, Hydrofluorocarbon 152a, Butane, Alcohol Denat., Aluminum Starch Octenylsuccinate, Fragrance (Parfum), Zeolite, Bentonite, Water (Aqua), Oryza Sativa (Rice) Starch, Distearyldimonium Chloride, Maltodextrin, Cetrimonium Chloride, Nephelium Lappaceum Seed Extract, Citric Acid, Bis-Aminopropyl Diglycol Dimaleate, Phenoxyethanol, Sodium Benzoate."
No. 4C Bond Maintenance™ Clarifying Shampoo, Olaplex,"BroadSpectrum Clarifying System, BisAminopropyl Diglycol Dimaleate, Water (Aqua/Eau), Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Hydroxysultaine, Sodium Lauroyl Glutamate, Coco-Betaine, Disodium Laureth Sulfosuccinate, Acrylates Copolymer, Cocamidopropyl Betaine, Cocamidopropylamine Oxide, Sodium Methyl Oleoyl Taurate, Decyl Glucoside, Bis-Aminopropyl Diglycol Dimaleate, Sodium Lauryl Sulfoacetate, Phenoxyethanol, Coco-Glucoside, Lauryl Glucoside, Chlorphenesin, Panthenol, Trisodium Ethylenediamine, Disuccinate Ethylhexylglycerin, Sodium Benzoate, Polyquaternium-11, Benzoic Acid, Sodium PCA , Pentasodium Triphosphate, Sodium Lactate, Arginine, Aspartic Acid, PCA, Citric Acid, Glycine, Alanine, Serine, Valine, Isoleucin, Proline, Threonine, Histidine, Phenylalanine, Fragrance (Parfum), Citral, Hexyl Cinnamal, Limonene."
No. 4 Bond Maintenance™ Shampoo Mini, Olaplex,"BisAminopropyl Diglycol Dimaleate, Water, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Hydroxysultaine, Potassium Cocoyl Glycinate, Disodium Cocoyl Glutamate, Potassium Cocoate, Sodium Lauroyl Sarcosinate, Glycereth-26, Decyl Glucoside, Fragrance, Phenoxyethanol, Cocamidopropylamine Oxide, Sodium Cocoyl Glutamate, Glycol Distearate, Disodium Laureth Sulfosuccinate, Methyl Gluceth-20, Acrylates Copolymer, PEG-120 Methyl Glucose Dioleate, Amodimethicone, Polyquaternium-10, Citric Acid, Ethylhexylglycerin, Sodium Lauryl Sulfoacetate, Divinyldimethicone/Dimethicone Copolymer, Chlorphenesin, Polyquaternium-11, Guar Hydroxypropyltrimonium Chloride, C11-15 Pareth-7, Trisodium Ethylenediamine Disuccinate, Laureth-9, Glycerin, Trideceth-12, Panthenol, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, C12-13 Pareth-3, C12-13 Pareth-23, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate, Pseudozyma Epicola/Argania Spinosa Kernel Oil Ferment Filtrate, Prunus Armeniaca (Apricot) Kernel Oil, Quaternium-95, Propanediol, Helianthus Annuus (Sunflower) Seed Extract, PEG-8, Bis-Aminopropyl Diglycol Dimaleate, Euterpe Oleracea Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Punica Granatum Extract, Origanum Vulgare Leaf Extract, Musa Sapientum (Banana) Fruit Extract, Morinda Citrifolia Fruit Extract, Sodium Hyaluronate, PEG-8/Smdi Copolymer, Arctium Lappa Root Extract, Sodium Polyacrylate, Palmitoyl Myristyl Serinate, Citral, Hexyl Cinnamal, Limonene, Biotin, Pentaerythrityl Tetra-Di-T-Butyl HydroxyhydrocinnamateOil, C11-15 Pareth-7, Sodium Polyacrylate, C12-13 Pareth-3, C12-13 Pareth-23, Vitis Vinifera (Grape)."
No. 5 Bond Maintenance™ Conditioner Mini, Olaplex,"TBisAminopropyl Diglycol Dimaleate, Water, Cetearyl Alcohol, PPF-3 Benzyl Ether Myristate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Octyldodecyl Ricinoleate, Quaternium-91, Divinyldimethicone/Dimethicone Copolymer, Cetrimonium Chloride, Glycerin, Isododecane, Cetyl Esters, Behentrimonium Chloride, Panthenol, Fragrance, Phenoxyethanol, Phospholipids, Hydroxypropyl Guar, Dimethicone PEG-7 Isostearate, Glycine Soja (Soybean) Oil, PEG-7 Amodimethicone, PEG-45M, Amodimethicone, Disodium EDTA, Polysilicone-15, Camellia Sinensis Seed Oil, C11-15 Pareth-7, Sodium Polyacrylate, C12-13 Pareth-3, C12-13 Pareth-23, Vitis Vinifera (Grape) Seed Oil, Persea Gratissima (Avocado) Oil, Crambe Abyssinica Seed Oil, Laureth-9, Trideceth-12, Butylene Glycol, Citric Acid, Ahnfeltiopsis Concinna Extract, Iodopropynyl Butylcarbamate, Acetic Acid, Sodium Acetate, Tocopheryl Linoleate/Oleate, Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate, Pseudozyma Epicola/Argania Spinosa Kernel Oil Ferment Filtrate, Hydrolyzed Hyaluronic Acid, Helianthus Annuus (Sunflower) Seed Oil, Quaternium-95, Propanediol, Helianthus Annuus (Sunflower) Seed Extract, PEG-8, Bis-Aminopropyl Diglycol Dimaleate, Punica Granatum Extract, Morinda Citrifolia Fruit Extract, PEG-8/Smdi Copolymer, Euterpe Oleracea Fruit Extract, Palmitoyl Myristyl Serinate, BHT, Silica, Sodium Benzoate, Potassium Sorbate, Tocopherol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate , Biotin, Citral, Hexyl Cinnamal, Limonene, Hydroxypropyl Cyclodextrin, Chlorphenesin, Propylene Glycol, Sodium Dehydroacetate, PEG-4 Laurate, PEG-4 Dilaurate, PEG-4, Etidronic Acid."
Banana Bright+ Vitamin CC Eye Sticks, OLEHENRIKSEN,"Two Forms of Enhanced Vitamin C (3OEthyl Ascorbic Acid and Tetrahexyldecyl Ascorbate), Banana PowderInspired Pigments, Caffeine, Caprylic/Capric Triglyceride, Aqua/Water/Eau, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Synthetic Wax, C9-12 Alkane, Tridecyl Trimellitate, Propanediol, Mica, Polyglyceryl-3 Diisostearate, Glycerin, Butylene Glycol, Polyglyceryl-6 Polyricinoleate, Sodium Chloride, 3-O-Ethyl Ascorbic Acid, Tetrahexyldecyl Ascorbate, Caffeine, Tocopherol, Poncirus Trifoliata Fruit Extract, Citrus Nobilis (Mandarin Orange) Fruit Extract, Citrus Paradisi (Grapefruit) Peel Extract, Jojoba Esters, Ethylhexylglycerin, Sodium Phytate, Polysilicone-11, Phenoxyethanol, Tin Oxide, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891)."
Banana Bright+ Vitamin C Eye Crème, OLEHENRIKSEN,"Triple Vitamin C Complex with Gold Delivery System, Bioflavonoids, Hardy Orange Extract, Aqua/Water/Eau, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Isododecane, Coconut Alkanes, 3-O-Ethyl Ascorbic Acid, Cetearyl Alcohol, Glycerin, Synthetic Beeswax, Dilinoleic Acid/Propanediol Copolymer, Polymethylsilsesquioxane, Cocoyl Proline, Dimethicone Crosspolymer, Pentaerythrityl Tetraisostearate, Tetrahexyldecyl Ascorbate, Ascorbic Acid, Colloidal Gold, Collagen, Glutathione, Citrus Nobilis (Mandarin Orange) Fruit Extract, Citrus Paradisi (Grapefruit) Peel Extract, Glucosyl Hesperidin, Tocopherol, Tamarindus Indica Seed Polysaccharide, Poncirus Trifoliata Fruit Extract, Morus Alba Root Extract, Linoleic Acid, Linolenic Acid, Jojoba Esters, Caprylyl Glycol, Coco-Caprylate/Caprate, Propanediol, Polyglyceryl-3 Cocoate, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Polyglyceryl-6 Ricinoleate, Hdi/Trimethylol Hexyllactone Crosspolymer, Polyacrylate-13, Butylene Glycol, Polyglyceryl-3 Stearate, Polysorbate 20, Sodium Citrate, Polyisobutene, Beheneth-5, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Behenyl Alcohol, Sodium Hydroxide, Sorbic Acid, Sorbitan Isostearate, Citric Acid, Sorbitol, Silica, Sodium Benzoate, 1,2-Hexanediol, Xanthan Gum, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491)."
Strength Trainer Peptide Boost Moisturizer, OLEHENRIKSEN,"Eight Amino Acids, Eight Peptides, Three Ceramides, Aqua/Water/Eau, Propanediol, Dicaprylyl Carbonate, Glycerin, Methylpropanediol, Cetearyl Alcohol, Stearyl Alcohol, Mangifera Indica (Mango) Seed Butter, Niacinamide, Acetyl Hexapeptide-1, Acetyl Hexapeptide-8, Acetyl Octapeptide-3, Acetyl Tetrapeptide-2, Acetyl Dipeptide-1 Cetyl Ester, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Carnosine, Ceramide NP, Ceramide AP, Ceramide EOP, Collagen, Serine, Alanine, Glycine, Glutamic Acid, Lysine HCL, Threonine, Arginine, Proline, Hyaluronic Acid, Sodium Hyaluronate, Linoleic Acid, Linolenic Acid, Sodium PCA, Sodium Lactate, Panthenol, Tocopherol, Tocopheryl Acetate, Betaine, PCA, Cyanocobalamin, Xylitol, Anhydroxylitol, Xylitylglucoside, Sorbitan Olivate, Carbomer, Hydroxyethylcellulose, Xanthan Gum, Cetearyl Olivate, Sorbitan Laurate, Phytosphingosine, Cholesterol, Polysorbate 60, Butylene Glycol, Hydroxyacetophenone, Glycine Soja (Soybean) Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 20, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Dimethicone, Sodium Phytate, Sodium Lauroyl Lactylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Parfum/Fragrance*, Citral, Limonene, Linalool."
C-Rush™ Vitamin C Gel Moisturizer, OLEHENRIKSEN,"Sources of vitamin C:Ascorbic Acid, 3OEthyl Ascorbic Acid, Tetrahexyldecyl Ascorbate, Rose of Winter, Water, Glycerin, Dicaprylyl Carbonate, Propanediol, Caprylic/Capric Triglyceride, 3-O-Ethyl Ascorbic Acid, Glycereth-26, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Hydrolyzed Jojoba Esters, Cetearyl Alcohol, Polyacrylate Crosspolymer-6, Hydroxyacetophenone, Panthenol, Polyglyceryl-3 Methylglucose Distearate, Tetrahexyldecyl Ascorbate, Linoleic Acid, Citric Acid, Phenoxyethanol, Fragrance, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Xanthan Gum, Cetearyl Glucoside, Linolenic Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Hippophae Rhamnoides Extract, Lycium Barbarum Fruit Extract, Rosa Canina Fruit Extract, Ethylhexylglycerin, Leuconostoc/Radish Root Ferment Filtrate, Sodium Citrate, Camellia Japonica Flower Extract, Aroma/Flavor, Sodium Hyaluronate, Sodium Polyacrylate, Sodium Phytate, Hyaluronic Acid, Vegetable Collagen, Ascorbic Acid, Tocopherol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140), Citral, Limonene, Linalool, Benzyl Alcohol."
Truth Serum Vitamin C Serum, OLEHENRIKSEN,"TrueC Complex, Collagen, Orange and Green Tea Extracts, Aloe Juice, Aqua/Water/Eau, Glycerin, Oleth-20, Sodium Ascorbyl Phosphate, Hydroxyethylcellulose, Phenoxyethanol, Caprylyl Glycol, Hexylene Glycol, Citric Acid, Parfum/Fragrance, Peg-12 Dimethicone, Tocopheryl Acetate, Aroma/Flavor, Collagen, Disodium Phosphate, Polysorbate 60, Yellow 6 (CI 15985), Aloe Barbadensis Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Sodium Hyaluronate, Thioctic Acid, Calcium Ascorbate, Sodium Phosphate, Sorbitol, Citrus Grandis (Grapefruit) Seed Extract, Sodium Benzoate, Ascorbic Acid, Camellia Sinensis Leaf Extract, Euphrasia Officinalis Extract, Rosa Canina Fruit Extract, Leuconostoc/Radish Root Ferment Filtrate, Potassium Sorbate, Triacetin, Sodium Benzotriazolyl Butylphenol Sulfonate, Benzyl Benzoate, Limonene, Linalool."
Banana Bright 15% Vitamin C Serum, OLEHENRIKSEN,"Vitamin C (Ethyl Ascorbic Acid) 15%, PHAs (Polyhydroxy Acids) 5%, Hyaluronic Acid, Aqua/Water/Eau, 3-O-Ethyl Ascorbic Acid, Neopentyl Glycol Diheptanoate, Gluconolactone, Cetearyl Olivate, Sorbitan Olivate, Citrus Aurantium Dulcis (Orange) Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Triethyl Citrate, Citrus Sinensis (Orange) Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Potassium Hydroxide, Betaine, Panthenol, Phenoxyethanol, Hydroxyacetophenone, Aminomethyl Propanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Gluconic Acid, Tocopherol, Glycerin, Succinoglycan, Phytic Acid, Mica, Sodium Metabisulfite, Sodium Hyaluronate, Hyaluronic Acid, Caramel, Dipotassium Glycyrrhizate, Sodium Polyacrylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Phytate, Citrus Limon (Lemon) Fruit Extract, Rosa Canina Fruit Extract, Hippophae Rhamnoides Extract, Ascorbic Acid, Lycium Barbarum Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Leuconostoc/Radish Root Ferment Filtrate, Limonene, Linalool, Citral, Titanium Dioxide (Ci 77891), Yellow 5 (Ci 19140), Red 4 (Ci 14700)."
Find Your Balance™ Oil Control Cleanser, OLEHENRIKSEN,"Green Fusion Complex™, Neem Seed Oil, Glycolic and lactic acids (AHAs), Water, Sodium Cocoyl Isethionate, Decyl Glucoside, Cocamidopropyl Betaine, Glycerin, Acrylates Copolymer, Glycol Distearate, Phenoxyethanol, Glycolic Acid, Lactic Acid, Sodium Hydroxide, Caprylyl Glycol, Eucalyptus Globulus Leaf Oil, Mentha Piperita (Peppermint) Oil, Laureth-4, Ethylhexylglycerin, Hexylene Glycol, Melia Azadirachta Seed Oil, Linoleic Acid, Camellia Sinensis Leaf Extract, Chonrus Crispus (Carrageenan) Extract, Eucalyptus Globulus Leaf Extract, Macrocystis Pyrifera (Kelp) Extract, Phytic Acid, Linolenic Acid, Sodium Benzoate, Tocopherol, Limonene."
Lemonade Smoothing Scrub, OLEHENRIKSEN,"AHAs 10% (Glycolic and Lactic Acids), UltraFine Sugar Exfoliants and Lemon Peel Extract, Holy Basil and Chamomile Extracts, Aqua/Water/Eau, Glycerin, Glycolic Acid, Sucrose, Hydrated Silica, Polyglyceryl-10 Dipalmitate, Propanediol, Lactic Acid, Sodium Cocoyl Isethionate, Polyacrylate Crosspolymer-6, Sodium Hydroxide, Sodium Lactate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Citrus Limon (Lemon) Peel Powder, Citrus Limon (Lemon) Fruit Extract, Ocimum Sanctum Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Saccharum Officinarum (Sugarcane) Extract/Extrait De Canne À Sucre, Citrus Aurantifolia (Lime) Peel Extract, Santalum Album (Sandalwood) Extract, Citrus Limon (Lemon) Peel Oil, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Leuconostoc/Radish Root Ferment Filtrate, Coconut Acid, Sodium Riboflavin Phosphate, Dimethylhydroxy Furanone, Isohexadecane, Polysorbate 80, Sodium Isethionate, Sorbitan Oleate, Triethyl Citrate, Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Caprylyl Glycol, Phenoxyethanol, Limonene, Linalool, Citral."
Hydrabarrier Nourishing Face Oil, OLEHENRIKSEN,"Three OilSoluble Peptides (Palmitoyl Hexapeptide12, Palmitoyl Tripeptide1, and Palmitoyl Tetrapeptide7), Pure Scandinavian Berry Oils (Cloudberry, Lingonberry, and Elderberry), Ceramides, Sambucus Nigra Seed Oil, Rosa Canina Seed Oil, Crambe Abyssinica Seed Oil, Squalane, Tocopheryl Acetate, Salvia Hispanica Seed Oil, Ribes Nigrum (Black Currant) Seed Oil, Rubus Chamaemorus Seed Oil, Vaccinium Vitis-Idaea Seed Oil, Palmitoyl Hexapeptide-12, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Linoleic Acid, Linolenic Acid, Tocopherol, Lithospermum Erythrorhizon Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Pentaerythrityl Tetraisostearate, Propylene Carbonate, Stearalkonium Hectorite, Parfum/Fragrance, Citral, Limonene, Linalool."
Pore-Balance™ Facial Sauna Scrub, OLEHENRIKSEN,"Volcanic Sand, Green Fusion Complex™ (Green Tea, Eucalyptus, Algae (Kelp), and Irish Moss Extracts), Neem Seed Oil, Glycolic and Lactic Acids (AHAs), PEG-400, Kaolin, Zeolite, Volcanic Sand, Glyceryl Stearate, Butylene Glycol, Cetearyl Alcohol, Water, Glycerin, Cetearyl Glucoside, Phenoxyethanol, Glycolic Acid, Lactic Acid, Melia Azadirachta Seed Oil, Linoleic Acid, Caprylyl Glycol, Eucalyptus Globululs Leaf Oil, Mentha Piperita (Peppermint) Oil, Enantia Chlorantha Bark Extract, Chondrus Crispus (Carrageenan) Extract, Camellia Sinensis Leaf Extract, Linolenic Acid, Hexylene Glycol, Ethylhexylglycerin, Decyl Glucoside, Tocopherol, Oleanolic Acid, Limonene."
Truth Juice™ Daily Cleanser, OLEHENRIKSEN,"Orange Fruit Water, PHA, Truth Botanicals (Orange, Lemon, Rosehip, Gojiberry, and Seabuckthorn Extracts), Aqua/Water/Eau, Sodium Cocoyl Isethionate, Sodium Cocoamphoacetate, Cocamidopropyl Hydroxysultaine, Sodium Chloride, Acrylates/Beheneth-25 Methacrylate Copolymer, Phenoxyethanol, Citrus Aurantium Dulcis (Orange) Oil, Glycol Distearate, Gluconolactone, Propanediol, Glycerin, 1,2-Hexanediol, Citrus Aurantium Dulcis (Orange) Peel Oil, Sodium Benzoate, Citrus Aurantium Dulcis (Orange) Fruit Water, Titanium Dioxide (Ci 77891), Citrus Sinensis (Orange) Fruit Extract, Triethyl Citrate, Caprylhydroxamic Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Hippophae Rhamnoides Kernel Extract, Lycium Barbarum Fruit Extract, Rosa Canina Fruit Extract, Calcium Gluconate, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Sodium Hydroxide, Yellow 6 (Ci 15985), Citric Acid, Potassium Sorbate, Xanthan Gum, Sodium Citrate, Limonene, Linalool."
Balancing Force™ Oil Control Toner, OLEHENRIKSEN,"Green Fusion Complex™, Neem Seed Oil, Salicylic (BHA) + Glycolic and Lactic Acids (AHAs), Water, Polysorbate 20, Hamamelis Virginiana (Witch Hazel) Water, Gylcerin, Gluconolactone, Glycolic Acid, Lactic Acid, Oleth-20, Salicylic Acid, Sodium Hydroxide, Sodium Benzoate, Menthyl Lactate, Eucalpytus Globulus Leaf Oil, Mentha Piperita (Peppermint) Oil, Melia Azadirachta Seed Oil, Linoleic Acid, Macrocystis Pyrifera (Kelp) Extract, Eucalyptus Globulus Leaf Extract, Chondrus Crispus (Carrageenan) Extract, Camellia Sinensis Leaf Extract, Linolenic Acid, Phenoxyethanol, Calcium Gluconate, Benzoic Acid, Tocopherol, Limonene."
Truth Barrier Booster Orange Ferment Vitamin C Essence, OLEHENRIKSEN,"Fermented Orange Peel Extract, Orange Stem Cells, Vitamin C (Ethyl Ascorbic Acid), Aqua/water/eau, Lactobacillus Ferment, 3-o-ethyl Ascorbic Acid, Niacinamide, Hyaluronic Acid, Sodium Hyaluronate, Panthenol, Sodium Polyglutamate, Tocopherol, Glycerin, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Aurantium Dulcis (Orange) Callus Culture Extract, Citrus Sinensis (Orange) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Aurantium Dulcis (Orange) Oil, Hippophae Rhamnoides Extract, Lycium Barbarum Fruit Extract, Rosa Canina Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Gluconolactone, Lithothamnion Calcareum Extract, Helianthus Annuus (Sunflower) Seed Oil, Chondrus Crispus (Carrageenan) Extract, Leuconostoc/radish Root Ferment Filtrate, Citric Acid, Sodium Riboflavin Phosphate, Sodium Tocopheryl Phosphate, Sodium Citrate, Potassium Hydroxide, Xanthan Gum, Sodium Benzoate, Calcium Gluconate, Triethylhexanoin, Polyglyceryl-3 Laurate, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Phenoxyethanol, Chlorphenesin, Triethyl Citrate, Limonene, Linalool, Citral."
Wrinkle Blur™ Bakuchiol Eye Gel Crème, OLEHENRIKSEN,"Bakuchiol, Orchid Stem Cell, Peptides, Aqua/Water/Eau, Dimethicone, Glycerin, Neopentyl Glycol Diheptanoate, Pentylene Glycol, Dimethicone Crosspolymer, Propanediol, Bakuchiol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Hydrolyzed Rice Protein, Calanthe Discolor Extract, Aloe Barbadensis Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Santalum Album (Sandalwood) Extract, Citrus Limon (Lemon) Fruit Extract, Saccharum Officinarum (Sugarcane) Extract/Extrait De Canne À Sucre, Glycine Soja (Soybean) Protein, Biotin, Panthenol, Tocopheryl Acetate, Allantoin, Pullulan, Superoxide Dismutase, Chrysin, Leuconostoc/Radish Root Ferment Filtrate, Gluconolactone, N-Hydroxysuccinimide, Caprylhydroxamic Acid, Peg/Ppg-18/18 Dimethicone, Triethoxycaprylylsilane, Tetrasodium Glutamate Diacetate, Steareth-20, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Dextran Sulfate, Xanthan Gum, Carbomer, Sodium Citrate, Sodium Glycolate, Citric Acid, Calcium Gluconate, Sodium Formate, Sodium Hydroxide, 1,2-Hexanediol,Caprylyl Glycol, Potassium Sorbate, Chlorhexidine Digluconate, Sodium Benzoate, Phenoxyethanol, Parfum/Fragrance, Limonene, Linalool, Citral, Ultramarines (Ci 77007), Titanium Dioxide (Ci 77891)."
Glow Cycle Retin-ALT Power Serum, OLEHENRIKSEN,"Bakuchiol, Edelweiss Stem Cell, AHAs (Glycolic and Lactic Acids) and Hibiscus Flower Extract, Red Algae and Tara Extracts, Lemon, Sugarcane, Sandalwood, Licorice Root, and Chamomile Extracts, Water, Propanediol, Glycerin, Squalane, Glycereth-26, Glyceryl Polyacrylate, Mica, Cetearyl Alcohol, Bakuchiol, Polyacrylate Crosspolymer-6, Dimethicone, Polyglyceryl-10 Laurate, Aminomethyl Propanol, Hydrolyzed Jojoba Esters, Phenoxyethanol, Hydroxyacetophenone, Parfum/Fragrance, Ceteareth-20, Glycolic Acid, Lactic Acid, Leontopodium Alpinum Callus Culture Extract, Caesalpinia Spinosa Fruit Extract, Cellulose Gum, Hibiscus Sabdariffa Flower Extract, Kappaphycus Alvarezii Extract, Silica, Glycyrrhiza Glabra (Licorice) Root Extract, Citrus Limon (Lemon) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Santalum Album (Sandalwood) Extract, Trisodium Ethylenediamine Disuccinate, Leuconostoc/Radish Root Ferment Filtrate, Xanthan Gum, Ethylhexylglycerin, Citric Acid, Limonene, Linalool, Citral, Titanium Dioxide (Ci 77891), Violet 2 (Ci 60730), Red 4 (Ci 14700)."
Cold Plunge Pore Mask, OLEHENRIKSEN,"Clay, Snow Lotus and Alpine Willow Herb Extracts, Green Fusion Complex™, Lactic Acid (AHA) and Salicylic Acid (BHA), Water, Kaolin, Glycerin, Disodium Lauryl Sulfosuccinate, Bentonite, Cetearyl Alcohol, Lactic Acid, Lauramidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Menthoxypropanediol, Persea Gratissima (Avocado) Oil, Phenoxyethanol, Potassium Hydroxide, Salicylic Acid, Mentha Piperita (Peppermint) Oil, Sodium Chloride, Ethylhexylglycerin, Propanediol, Sodium Phytate, Xanthan Gum, Epilobium Fleischeri Extract, Saussurea Involucrata Extract, Citric Acid, Potassium Sorbate, Macrocystis Pyrifera (Kelp) Extract*, Eucalyptus Globulus Leaf Extract*, Chondrus Crispus (Carrageenan) Extract*, Camellia Sinensis Leaf Extract*, Tocopherol, Chromium Hydroxide Green (Ci 77289), Titanium Dioxide (Ci 77891)."
BeamCream Smoothing Body Moisturizer with AHAs, OLEHENRIKSEN,"AHAs (Alpha Hydroxy Acids) and Fruit Enzymes, Caffeine, EFAs (Essential Fatty Acids), Rich Butters, and Oils, Aqua/Water/Eau, Caprylic/Capric Triglyceride, Crambe Abyssinica Seed Oil, Cetyl Ethylhexanoate, Lactic Acid, Cetearyl Alcohol, Methylpropanediol, Propanediol, Steareth-21, Butyrospermum Parkii (Shea) Butter, Mangifera Indica (Mango) Seed Butter, Dimethicone, Potassium Hydroxide, Glycolic Acid, Sambucus Nigra Seed Oil, Vaccinium Vitis-Idaea Seed Oil, Caffeine, Carnitine, Polyglutamic Acid, Octadecenedioic Acid, Citrus Grandis (Grapefruit) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Citrus Sinensis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Tocopherol, Cetearyl Olivate, Sorbitan Olivate, Caprylyl Glycol, Polysorbate 60, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Potassium Cetyl Phosphate, Leuconostoc/Radish Root Ferment Filtrate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Citrus Paradisi (Grapefruit) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Cymbopogon Citratus Leaf/Stem Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Ethylhexylglycerin, Glycine Soja (Soybean) Oil, Hydroxyacetophenone, Tromethamine, Limonene, Citral."
